AAY47552.1	A0A0H2X3G7
AAY47553.1	Q4UZH0
AAY47554.1	A0A0H2X4W7
AAY47555.1	A0A0H2X3P6
AAY47556.1	A0A0H2X4U4
AAY47557.1	A0A0H2X353
AAY47558.1	A0A0H2X3H3
AAY47559.1	A0A0H2X4X1
AAY47560.1	A0A0H2X3Q0
AAY47561.1	A0A0H2X4U9
AAY47562.1	A0A0H2X358
AAY47563.1	A0A0H2X3H8
AAY47564.1	Q4UZF9
AAY47565.1	Q4UZF8
AAY47566.1	A0A0H2X4X5
AAY47567.1	Q4UZF6
AAY47568.1	Q4UZF5
AAY47569.1	A0A0H2X3Q4
AAY47570.1	Q4UZF3
AAY47571.1	Q4UZF2
AAY47572.1	Q4UZF1
AAY47573.1	Q4UZF0
AAY47574.1	A0A0H2X4V4
AAY47575.1	A0A0H2X363
AAY47576.1	A0A0H2X3I3
AAY47577.1	A0A0H2X4Y1
AAY47578.1	A0A0H2X3Q7
AAY47579.1	A0A0H2X4V9
AAY47580.1	A0A0H2X368
AAY47581.1	Q4UZE2
AAY47582.1	A0A0H2X3I7
AAY47583.1	A0A0H2X4Y6
AAY47584.1	A0A0H2X3R1
AAY47585.1	A0A0H2X4W4
AAY47586.1	A0A0H2X372
AAY47587.1	A0A0H2X3J0
AAY47588.1	A0A0H2X4Z2
AAY47589.1	A0A0H2X3R5
AAY47590.1	A0A0H2X4W9
AAY47591.1	Q4UZD2
AAY47592.1	A0A0H2X380
AAY47593.1	A0A0H2X3J4
AAY47594.1	A0A0H2X4Z8
AAY47595.1	A0A0H2X3R9
AAY47596.1	A0A0H2X4X4
AAY47597.1	A0A0H2X384
AAY47598.1	A0A0H2X3K0
AAY47599.1	A0A0H2X503
AAY47600.1	A0A0H2X3S3
AAY47601.1	A0A0H2X4X9
AAY47602.1	A0A0H2X389
AAY47603.1	A0A0H2X3K4
AAY47604.1	A0A0H2X506
AAY47605.1	Q4UZB8
AAY47606.1	A0A0H2X3S7
AAY47607.1	A0A0H2X4Y5
AAY47608.1	A0A0H2X393
AAY47609.1	A0A0H2X3K9
AAY47610.1	A0A0H2X511
AAY47611.1	Q4UZB2
AAY47612.1	A0A0H2X3T0
AAY47613.1	A0A0H2X4Y8
AAY47614.1	A0A0H2X397
AAY47615.1	Q4UZA8
AAY47616.1	Q4UZA7
AAY47617.1	A0A0H2X3L4
AAY47618.1	A0A0H2X516
AAY47619.1	A0A0H2X3T5
AAY47620.1	A0A0H2X4Z4
AAY47621.1	A0A0H2X3A1
AAY47622.1	A0A0H2X3L9
AAY47623.1	A0A0H2X521
AAY47624.1	A0A0H2X3U0
AAY47625.1	A0A0H2X4Z7
AAY47627.1	A0A0H2X3M4
AAY47628.1	A0A0H2X528
AAY47629.1	A0A0H2X3U6
AAY47630.1	A0A0H2X502
AAY47631.1	A0A0H2X3B0
AAY47632.1	A0A0H2X3M8
AAY47633.1	A0A0H2X533
AAY47634.1	A0A0H2X3V2
AAY47636.1	A0A0H2X3B5
AAY47635.1	A0A0H2X507
AAY47637.1	A0A0H2X3N4
AAY47638.1	A0A0H2X538
AAY47639.1	A0A0H2X3W0
AAY47640.1	A0A0H2X512
AAY47641.1	A0A0H2X3B9
AAY47642.1	A0A0H2X3N9
AAY47643.1	Q4UZ80
AAY47644.1	A0A0H2X542
AAY47645.1	A0A0H2X3W7
AAY47646.1	A0A0H2X518
AAY47647.1	A0A0H2X3C4
AAY47648.1	A0A0H2X3P4
AAY47649.1	Q4UZ74
AAY47650.1	A0A0H2X548
AAY47651.1	A0A0H2X3X3
AAY47652.1	A0A0H2X522
AAY47653.1	A0A0H2X3C9
AAY47654.1	Q4UZ69
AAY47655.1	A0A0H2X3P8
AAY47656.1	A0A0H2X553
AAY47657.1	Q4UZ66
AAY47658.1	A0A0H2X3X8
AAY47659.1	A0A0H2X527
AAY47660.1	A0A0H2X3D4
AAY47661.1	A0A0H2X3Q3
AAY47662.1	A0A0H2X557
AAY47663.1	A0A0H2X3Y4
AAY47664.1	A0A0H2X532
AAY47665.1	A0A0H2X3D9
AAY47666.1	A0A0H2X3Q6
AAY47667.1	A0A0H2X561
AAY47668.1	A0A0H2X3Y8
AAY47669.1	A0A0H2X537
AAY47670.1	A0A0H2X3E4
AAY47672.1	A0A0H2X564
AAY47673.1	A0A0H2X3Z2
AAY47674.1	A0A0H2X543
AAY47675.1	A0A0H2X3E8
AAY47676.1	A0A0H2X3R2
AAY47677.1	A0A0H2X571
AAY47678.1	A0A0H2X3Z6
AAY47679.1	A0A0H2X547
AAY47680.1	A0A0H2X3F3
AAY47681.1	A0A0H2X3R6
AAY47682.1	A0A0H2X576
AAY47683.1	A0A0H2X400
AAY47684.1	A0A0H2X551
AAY47685.1	A0A0H2X3F8
AAY47686.1	A0A0H2X3S1
AAY47687.1	A0A0H2X581
AAY47688.1	A0A0H2X405
AAY47689.1	A0A0H2X556
AAY47690.1	A0A0H2X3G3
AAY47691.1	A0A0H2X3S4
AAY47692.1	A0A0H2X586
AAY47693.1	A0A0H2X409
AAY47694.1	A0A0H2X560
AAY47695.1	A0A0H2X3G8
AAY47696.1	A0A0H2X3S8
AAY47697.1	A0A0H2X589
AAY47698.1	A0A0H2X413
AAY47699.1	A0A0H2X565
AAY47700.1	A0A0H2X3H2
AAY47701.1	A0A0H2X3T2
AAY47702.1	A0A0H2X593
AAY47703.1	A0A0H2X416
AAY47704.1	A0A0H2X569
AAY47705.1	A0A0H2X3H5
AAY47706.1	A0A0H2X3T6
AAY47707.1	A0A0H2X599
AAY47708.1	A0A0H2X420
AAY47709.1	A0A0H2X575
AAY47710.1	A0A0H2X3I1
AAY47711.1	Q4UZ12
AAY47712.1	A0A0H2X3U2
AAY47713.1	A0A0H2X5A5
AAY47714.1	A0A0H2X425
AAY47715.1	A0A0H2X580
AAY47716.1	A0A0H2X3I5
AAY47717.1	A0A0H2X3U7
AAY47718.1	A0A0H2X5B2
AAY47719.1	A0A0H2X429
AAY47720.1	A0A0H2X585
AAY47721.1	A0A0H2X3J2
AAY47722.1	A0A0H2X3V5
AAY47723.1	A0A0H2X5B9
AAY47724.1	A0A0H2X433
AAY47725.1	Q4UYZ8
AAY47726.1	A0A0H2X591
AAY47727.1	A0A0H2X3J6
AAY47728.1	A0A0H2X3W2
AAY47729.1	Q4UYZ4
AAY47730.1	A0A0H2X5C5
AAY47731.1	A0A0H2X438
AAY47732.1	A0A0H2X596
AAY47733.1	A0A0H2X3K1
AAY47734.1	A0A0H2X3W9
AAY47735.1	A0A0H2X5D3
AAY47736.1	A0A0H2X446
AAY47737.1	A0A0H2X5A2
AAY47738.1	A0A0H2X3K6
AAY47739.1	A0A0H2X3X5
AAY47740.1	A0A0H2X5E1
AAY47741.1	Q4UYY2
AAY47742.1	A0A0H2X453
AAY47743.1	Q4UYY0
AAY47744.1	A0A0H2X5A9
AAY47746.1	Q4UYX7
AAY47747.1	Q4UYX6
AAY47748.1	A0A0H2X3Y1
AAY47749.1	A0A0H2X5E7
AAY47750.1	A0A0H2X460
AAY47751.1	A0A0H2X5B4
AAY47753.1	A0A0H2X3Y6
AAY47752.1	A0A0H2X3L8
AAY47754.1	A0A0H2X5F3
AAY47755.1	A0A0H2X467
AAY47756.1	A0A0H2X5C3
AAY47757.1	A0A0H2X3M3
AAY47758.1	A0A0H2X3Z4
AAY47761.1	A0A0H2X5C7
AAY47762.1	A0A0H2X3M9
AAY47763.1	A0A0H2X3Z8
AAY47764.1	A0A0H2X5G2
AAY47765.1	A0A0H2X480
AAY47766.1	A0A0H2X5D2
AAY47767.1	A0A0H2X3N3
AAY47768.1	A0A0H2X402
AAY47769.1	A0A0H2X5G6
AAY47770.1	A0A0H2X486
AAY47771.1	A0A0H2X5D7
AAY47772.1	A0A0H2X3N8
AAY47773.1	A0A0H2X406
AAY47774.1	A0A0H2X5H6
AAY47775.1	A0A0H2X492
AAY47777.1	A0A0H2X3P3
AAY47778.1	A0A0H2X411
AAY47779.1	A0A0H2X5J3
AAY47781.1	A0A0H2X5E4
AAY47780.1	A0A0H2X4A3
AAY47782.1	A0A0H2X3P9
AAY47783.1	A0A0H2X437
AAY47784.1	A0A0H2X5Q1
AAY47785.1	A0A0H2X4D4
AAY47786.1	A0A0H2X5H2
AAY47787.1	A0A0H2X3T7
AAY47788.1	A0A0H2X439
AAY47789.1	Q4UYT4
AAY47790.1	Q4UYT3
AAY47791.1	Q4UYT2
AAY47792.1	A0A0H2X5Q6
AAY47793.1	A0A0H2X4D9
AAY47794.1	A0A0H2X5I5
AAY47795.1	A0A0H2X3U3
AAY47796.1	A0A0H2X443
AAY47797.1	A0A0H2X5R2
AAY47798.1	A0A0H2X4E5
AAY47799.1	A0A0H2X5K1
AAY47800.1	A0A0H2X3U9
AAY47801.1	A0A0H2X448
AAY47802.1	A0A0H2X5S0
AAY47803.1	A0A0H2X4E9
AAY47804.1	A0A0H2X5K5
AAY47805.1	A0A0H2X3V3
AAY47806.1	A0A0H2X450
AAY47807.1	A0A0H2X5S4
AAY47808.1	A0A0H2X4F4
AAY47809.1	A0A0H2X5K9
AAY47811.1	A0A0H2X455
AAY47810.1	A0A0H2X3V9
AAY47812.1	A0A0H2X5T2
AAY47813.1	A0A0H2X4F9
AAY47814.1	A0A0H2X5L3
AAY47815.1	A0A0H2X3W5
AAY47816.1	A0A0H2X457
AAY47817.1	A0A0H2X5T7
AAY47818.1	A0A0H2X4G4
AAY47819.1	A0A0H2X5L7
AAY47820.1	A0A0H2X3X2
AAY47821.1	A0A0H2X462
AAY47822.1	A0A0H2X5U1
AAY47823.1	A0A0H2X4G7
AAY47824.1	A0A0H2X5M6
AAY47825.1	A0A0H2X3X9
AAY47826.1	A0A0H2X465
AAY47827.1	A0A0H2X5U7
AAY47828.1	A0A0H2X4H1
AAY47829.1	A0A0H2X5N4
AAY47830.1	A0A0H2X3Y3
AAY47831.1	A0A0H2X469
AAY47832.1	A0A0H2X5V3
AAY47833.1	A0A0H2X4H7
AAY47834.1	A0A0H2X5P6
AAY47835.1	Q4UYN8
AAY47836.1	A0A0H2X3Y7
AAY47837.1	A0A0H2X473
AAY47838.1	Q4UYN5
AAY47839.1	Q4UYN4
AAY47840.1	A0A0H2X5V9
AAY47841.1	A0A0H2X4I2
AAY47842.1	A0A0H2X5Q0
AAY47843.1	A0A0H2X3Z0
AAY47844.1	A0A0H2X477
AAY47845.1	Q4UYM8
AAY47846.1	A0A0H2X5W4
AAY47847.1	A0A0H2X4I5
AAY47848.1	A0A0H2X5Q5
AAY47849.1	A0A0H2X3Z1
AAY47850.1	A0A0H2X481
AAY47851.1	A0A0H2X5W9
AAY47852.1	A0A0H2X4J0
AAY47853.1	A0A0H2X5R0
AAY47854.1	Q4UYL9
AAY47855.1	A0A0H2X3Z3
AAY47856.1	A0A0H2X485
AAY47857.1	A0A0H2X5X4
AAY47858.1	A0A0H2X4J5
AAY47859.1	A0A0H2X5R6
AAY47860.1	A0A0H2X3Z7
AAY47861.1	A0A0H2X490
AAY47862.1	A0A0H2X5X8
AAY47863.1	A0A0H2X4K0
AAY47864.1	A0A0H2X5S6
AAY47865.1	A0A0H2X3Z9
AAY47866.1	A0A0H2X493
